FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,487.49,2023-07-15,Savings,618.8,2022-06-07,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,406.15,2022-10-04,Credit,5566.77,2022-02-27,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,406.15,2022-10-04,Credit,5566.77,2022-02-27,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35
Kim Stone,garrett28@example.org,001-668-236-9938,deposit,28.0,2019-05-26,Credit,6510.08,2022-03-31,,,,,
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,175.63,2019-07-07,Credit,7658.87,2021-11-30,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,175.63,2019-07-07,Credit,7658.87,2021-11-30,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
Robert Mendez,evelynpatterson@example.org,759.294.8819,deposit,461.82,2020-08-30,Savings,1388.48,2020-05-15,,,,,
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,345.59,2020-07-17,Credit,7481.3,2021-01-06,34427.31,Mortgage,2022-07-26,2031-01-18 04:59:17.909902,4.02
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,345.59,2020-07-17,Credit,7481.3,2021-01-06,17430.29,Auto,2023-10-16,2045-12-04 04:59:17.910330,2.8
Daniel Edwards,byoung@example.org,+1-615-756-7330,withdrawal,345.59,2020-07-17,Credit,7481.3,2021-01-06,14964.93,Auto,2020-12-22,2042-10-19 04:59:17.914385,5.33
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,193.47,2021-12-29,Savings,2391.9,2020-09-17,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,193.47,2021-12-29,Savings,2391.9,2020-09-17,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,193.47,2021-12-29,Savings,2391.9,2020-09-17,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,229.41,2021-02-06,Credit,5566.77,2022-02-27,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,withdrawal,229.41,2021-02-06,Credit,5566.77,2022-02-27,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35
Robert Mendez,evelynpatterson@example.org,759.294.8819,withdrawal,359.82,2023-02-07,Credit,1591.26,2019-08-22,,,,,
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,456.38,2021-03-29,Checking,5910.76,2019-04-02,35885.02,Auto,2023-10-06,2037-08-19 04:59:17.906679,5.32
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,456.38,2021-03-29,Checking,5910.76,2019-04-02,39301.99,Mortgage,2019-05-19,2039-11-28 04:59:17.908705,7.19
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,deposit,456.38,2021-03-29,Checking,5910.76,2019-04-02,10490.65,Auto,2023-06-01,2032-09-14 04:59:17.910580,2.46
Vanessa James,colleendavis@example.org,891-740-2938,deposit,295.71,2020-05-13,Credit,933.48,2019-05-09,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,488.39,2019-10-03,Savings,9716.41,2022-09-15,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,488.39,2019-10-03,Savings,9716.41,2022-09-15,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,472.33,2019-10-24,Credit,7658.87,2021-11-30,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,deposit,472.33,2019-10-24,Credit,7658.87,2021-11-30,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,133.73,2020-06-17,Savings,947.43,2022-05-06,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,withdrawal,290.16,2019-12-14,Credit,5981.73,2020-06-08,,,,,
Stacy Oliver,matthew64@example.net,+1-520-295-6567x57281,deposit,287.06,2019-08-28,Checking,3099.96,2023-05-05,,,,,
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,297.95,2019-11-08,Savings,6933.89,2019-06-15,,,,,
Laura Martinez,billy68@example.com,478.350.1644,deposit,375.24,2020-06-12,Savings,2344.76,2021-01-17,14765.02,Personal,2022-05-22,2032-08-04 04:59:17.910888,4.49
Laura Martinez,billy68@example.com,478.350.1644,deposit,375.24,2020-06-12,Savings,2344.76,2021-01-17,14372.77,Auto,2021-10-18,2028-12-22 04:59:17.911129,3.14
Laura Martinez,billy68@example.com,478.350.1644,deposit,375.24,2020-06-12,Savings,2344.76,2021-01-17,33774.39,Auto,2020-03-28,2036-08-07 04:59:17.911474,3.97
Peter Callahan,miranda13@example.org,+1-790-969-3518,deposit,35.57,2021-02-20,Credit,2355.97,2023-06-29,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,254.0,2021-09-29,Credit,5566.77,2022-02-27,7941.64,Mortgage,2023-12-12,2032-05-21 04:59:17.907878,2.2
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,254.0,2021-09-29,Credit,5566.77,2022-02-27,47272.64,Personal,2021-04-06,2028-09-24 04:59:17.910773,5.35
Danny Brown,michellearnold@example.org,824-606-7014x9045,withdrawal,224.95,2020-02-25,Savings,947.43,2022-05-06,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
Norman Lee,keithgarcia@example.org,+1-225-907-5033,withdrawal,22.8,2021-06-22,Checking,6463.29,2023-10-07,35911.84,Mortgage,2023-02-15,2045-02-21 04:59:17.905175,4.0
Norman Lee,keithgarcia@example.org,+1-225-907-5033,withdrawal,22.8,2021-06-22,Checking,6463.29,2023-10-07,14085.72,Personal,2019-04-24,2038-11-17 04:59:17.905253,2.96
Norman Lee,keithgarcia@example.org,+1-225-907-5033,withdrawal,22.8,2021-06-22,Checking,6463.29,2023-10-07,26011.89,Personal,2020-01-11,2049-05-18 04:59:17.914544,6.82
Daniel Newman,potterrichard@example.com,001-541-774-7582x00497,withdrawal,98.53,2019-07-05,Savings,2813.49,2023-10-01,,,,,
Crystal George,james32@example.com,(934)652-9829,deposit,406.71,2021-02-04,Checking,4814.99,2023-11-02,19426.95,Auto,2021-06-18,2027-09-17 04:59:17.906511,7.29
Crystal George,james32@example.com,(934)652-9829,deposit,406.71,2021-02-04,Checking,4814.99,2023-11-02,13967.51,Mortgage,2023-04-29,2028-12-24 04:59:17.913098,6.27
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,305.31,2020-06-11,Checking,6878.1,2019-12-18,8056.59,Mortgage,2019-11-16,2032-12-12 04:59:17.905853,7.33
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,263.58,2022-02-02,Checking,5164.29,2022-09-04,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
Monica Graves,xday@example.net,402.918.5084x3030,deposit,23.07,2023-06-14,Credit,477.03,2020-03-23,48233.91,Personal,2023-12-03,2048-03-25 04:59:17.908108,4.7
Monica Graves,xday@example.net,402.918.5084x3030,deposit,23.07,2023-06-14,Credit,477.03,2020-03-23,5710.02,Mortgage,2023-11-28,2047-03-11 04:59:17.909104,5.45
Christopher Henson,walkerjohn@example.net,435.452.9057,deposit,271.41,2021-05-24,Checking,9224.91,2021-03-03,38654.49,Auto,2023-07-26,2026-04-06 04:59:17.906452,7.2
Joseph Jacobs,uarmstrong@example.com,467-205-7041,deposit,133.73,2019-12-28,Credit,4772.63,2022-05-25,,,,,
Norman Lee,keithgarcia@example.org,+1-225-907-5033,deposit,232.37,2020-09-26,Checking,6463.29,2023-10-07,35911.84,Mortgage,2023-02-15,2045-02-21 04:59:17.905175,4.0
Norman Lee,keithgarcia@example.org,+1-225-907-5033,deposit,232.37,2020-09-26,Checking,6463.29,2023-10-07,14085.72,Personal,2019-04-24,2038-11-17 04:59:17.905253,2.96
Norman Lee,keithgarcia@example.org,+1-225-907-5033,deposit,232.37,2020-09-26,Checking,6463.29,2023-10-07,26011.89,Personal,2020-01-11,2049-05-18 04:59:17.914544,6.82
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,468.14,2023-08-13,Credit,7658.87,2021-11-30,33579.17,Personal,2022-07-10,2029-09-09 04:59:17.905381,4.84
Cody Jenkins,christinafrost@example.org,600-670-5758x719,withdrawal,468.14,2023-08-13,Credit,7658.87,2021-11-30,20706.59,Mortgage,2021-02-23,2047-04-20 04:59:17.911914,5.64
Ryan Alexander,loganjohn@example.org,900.377.1792x148,deposit,430.09,2022-07-18,Credit,3020.69,2019-08-13,18162.6,Personal,2023-11-09,2028-11-08 04:59:17.906084,2.12
Jennifer Powell,steven73@example.com,236-757-3372x60869,withdrawal,286.06,2019-12-23,Checking,3024.72,2019-07-05,42415.32,Mortgage,2020-10-03,2039-07-31 04:59:17.912086,1.81
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,303.86,2021-03-07,Checking,5674.38,2020-08-13,33958.37,Auto,2022-12-19,2036-09-06 04:59:17.905797,5.2
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,303.86,2021-03-07,Checking,5674.38,2020-08-13,12021.11,Personal,2019-03-22,2032-07-01 04:59:17.908931,1.62
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,303.86,2021-03-07,Checking,5674.38,2020-08-13,24333.16,Mortgage,2023-10-17,2025-11-18 04:59:17.915026,1.79
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,326.82,2021-01-15,Checking,7676.38,2021-05-26,,,,,
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,withdrawal,416.18,2023-06-28,Savings,9772.03,2020-07-30,,,,,
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,deposit,330.62,2020-11-15,Checking,2099.71,2021-11-11,,,,,
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,104.23,2019-07-13,Credit,4250.13,2020-09-19,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,104.23,2019-07-13,Credit,4250.13,2020-09-19,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
Monica Graves,xday@example.net,402.918.5084x3030,deposit,225.28,2022-09-02,Checking,7988.05,2020-10-27,48233.91,Personal,2023-12-03,2048-03-25 04:59:17.908108,4.7
Monica Graves,xday@example.net,402.918.5084x3030,deposit,225.28,2022-09-02,Checking,7988.05,2020-10-27,5710.02,Mortgage,2023-11-28,2047-03-11 04:59:17.909104,5.45
Ryan Alexander,loganjohn@example.org,900.377.1792x148,deposit,393.97,2022-05-16,Checking,4880.23,2020-09-30,18162.6,Personal,2023-11-09,2028-11-08 04:59:17.906084,2.12
Peter Callahan,miranda13@example.org,+1-790-969-3518,withdrawal,300.97,2023-11-23,Savings,5436.03,2019-04-30,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,84.42,2020-12-12,Savings,4315.64,2023-04-09,35994.71,Mortgage,2023-09-03,2048-05-11 04:59:17.914622,3.52
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,173.39,2019-12-15,Checking,4000.76,2023-09-17,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,173.39,2019-12-15,Checking,4000.76,2023-09-17,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,173.39,2019-12-15,Checking,4000.76,2023-09-17,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,334.48,2023-12-28,Checking,4765.84,2022-02-19,48933.91,Auto,2020-08-06,2036-11-01 04:59:17.905052,4.43
Lauren Gray,kenneth99@example.net,218.715.2894x614,withdrawal,334.48,2023-12-28,Checking,4765.84,2022-02-19,47062.38,Mortgage,2019-10-22,2047-01-26 04:59:17.909784,6.27
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,2020-09-05,Checking,439.38,2020-05-12,44125.94,Auto,2021-10-03,2046-01-04 04:59:17.905568,6.1
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,2020-09-05,Checking,439.38,2020-05-12,34105.55,Mortgage,2019-12-13,2038-03-23 04:59:17.908052,3.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,2020-09-05,Checking,439.38,2020-05-12,30019.7,Personal,2022-05-26,2047-06-19 04:59:17.910948,7.25
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,2020-09-05,Checking,439.38,2020-05-12,46713.9,Mortgage,2020-01-25,2033-08-24 04:59:17.911007,2.13
Anna Cummings,jason93@example.org,685-791-5979,withdrawal,332.85,2020-09-05,Checking,439.38,2020-05-12,45761.17,Personal,2022-09-18,2043-11-06 04:59:17.911405,7.22
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,389.89,2023-09-22,Savings,9573.53,2021-09-05,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,389.22,2019-06-26,Checking,2442.05,2021-03-14,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,deposit,389.22,2019-06-26,Checking,2442.05,2021-03-14,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,48.36,2023-05-17,Credit,4250.13,2020-09-19,15237.0,Mortgage,2022-04-24,2050-08-30 04:59:17.908761,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,48.36,2023-05-17,Credit,4250.13,2020-09-19,29065.5,Personal,2021-04-03,2029-10-01 04:59:17.912006,2.95
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,460.77,2020-06-15,Credit,8439.15,2020-11-05,,,,,
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,2021-01-19,Credit,444.6,2021-11-01,32428.9,Mortgage,2021-06-24,2050-01-08 04:59:17.907588,2.12
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,2021-01-19,Credit,444.6,2021-11-01,31406.77,Personal,2021-02-27,2038-10-12 04:59:17.907821,4.63
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,2021-01-19,Credit,444.6,2021-11-01,27834.0,Personal,2019-12-05,2037-08-15 04:59:17.909497,2.15
Geoffrey Banks,gonzalesgeorge@example.net,001-546-857-6518x5359,withdrawal,288.83,2021-01-19,Credit,444.6,2021-11-01,27873.08,Auto,2022-01-19,2037-06-03 04:59:17.913974,7.03
Kenneth Davis,vlittle@example.net,001-605-235-9099x2182,withdrawal,169.59,2020-04-04,Checking,5592.4,2020-06-18,,,,,
Francisco Potter,joneschristine@example.org,(564)921-3755x708,withdrawal,483.56,2022-08-26,Checking,8090.98,2020-03-13,35115.06,Auto,2023-09-01,2027-05-28 04:59:17.909841,5.87
Peter Callahan,miranda13@example.org,+1-790-969-3518,deposit,400.2,2023-12-29,Savings,5436.03,2019-04-30,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,40.29,2019-03-06,Savings,947.43,2022-05-06,12965.19,Mortgage,2022-07-17,2032-12-27 04:59:17.908534,7.43
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,251.96,2021-01-06,Checking,4000.76,2023-09-17,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,251.96,2021-01-06,Checking,4000.76,2023-09-17,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,251.96,2021-01-06,Checking,4000.76,2023-09-17,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,104.08,2019-07-29,Checking,4653.15,2022-08-19,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,82.62,2022-03-23,Checking,8915.18,2022-06-17,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
Christopher Hale,watsondarren@example.org,+1-917-489-0869x753,deposit,46.84,2021-08-04,Checking,5108.1,2023-06-15,28988.77,Personal,2020-03-23,2028-05-28 04:59:17.914468,3.06
Francisco Potter,joneschristine@example.org,(564)921-3755x708,deposit,144.38,2022-07-29,Checking,8090.98,2020-03-13,35115.06,Auto,2023-09-01,2027-05-28 04:59:17.909841,5.87
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,222.78,2019-07-16,Checking,4797.54,2022-03-28,8419.93,Personal,2021-10-29,2038-03-25 04:59:17.908413,4.1
Shelby Smith,carolyn11@example.com,580.272.0301x65432,withdrawal,75.9,2020-01-30,Savings,9711.25,2019-03-01,,,,,
Peter Callahan,miranda13@example.org,+1-790-969-3518,deposit,334.44,2020-10-10,Savings,5436.03,2019-04-30,32850.56,Personal,2021-11-24,2030-09-22 04:59:17.907706,2.81
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,32.95,2019-06-14,Savings,7858.64,2020-06-17,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,32.95,2019-06-14,Savings,7858.64,2020-06-17,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,deposit,32.95,2019-06-14,Savings,7858.64,2020-06-17,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85
Eric Anderson,spencer16@example.com,851-945-5888,deposit,90.96,2021-11-17,Savings,3308.76,2019-09-02,,,,,
Monica Graves,xday@example.net,402.918.5084x3030,deposit,259.24,2021-11-02,Credit,477.03,2020-03-23,48233.91,Personal,2023-12-03,2048-03-25 04:59:17.908108,4.7
Monica Graves,xday@example.net,402.918.5084x3030,deposit,259.24,2021-11-02,Credit,477.03,2020-03-23,5710.02,Mortgage,2023-11-28,2047-03-11 04:59:17.909104,5.45
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,141.26,2022-04-28,Checking,7987.97,2020-08-30,43727.85,Personal,2022-07-25,2051-05-23 04:59:17.905446,6.46
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,141.26,2022-04-28,Checking,7987.97,2020-08-30,19769.58,Personal,2020-08-14,2033-02-03 04:59:17.908875,6.15
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,141.26,2022-04-28,Checking,7987.97,2020-08-30,11336.16,Personal,2019-05-12,2036-06-15 04:59:17.910021,4.76
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,23.53,2019-12-29,Credit,8482.27,2022-05-07,42355.47,Mortgage,2019-02-23,2036-08-20 04:59:17.911618,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,23.53,2019-12-29,Credit,8482.27,2022-05-07,35193.83,Mortgage,2021-01-17,2029-09-08 04:59:17.912750,1.85
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.43,2020-06-02,Savings,6495.7,2023-02-09,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.43,2020-06-02,Savings,6495.7,2023-02-09,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,173.43,2020-06-02,Savings,6495.7,2023-02-09,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,230.69,2019-03-15,Checking,4653.15,2022-08-19,45034.48,Mortgage,2019-10-04,2034-06-24 04:59:17.906623,2.58
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,175.83,2022-04-28,Checking,6792.0,2022-03-09,8056.59,Mortgage,2019-11-16,2032-12-12 04:59:17.905853,7.33
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,149.3,2021-05-21,Savings,5779.42,2020-08-13,27719.17,Mortgage,2022-02-12,2053-07-27 04:59:17.910650,1.54
Jesse Osborn,dennis81@example.org,(504)953-6008x457,deposit,273.78,2020-04-27,Credit,6487.53,2019-09-18,,,,,
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,213.23,2022-07-18,Checking,2161.94,2021-11-06,25666.75,Auto,2023-05-09,2039-04-28 04:59:17.905741,6.84
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,213.23,2022-07-18,Checking,2161.94,2021-11-06,23853.85,Personal,2024-01-30,2038-02-12 04:59:17.910713,7.41
Eric Phillips,mark13@example.com,(699)516-7638x82918,withdrawal,213.23,2022-07-18,Checking,2161.94,2021-11-06,8092.2,Personal,2021-08-18,2036-04-08 04:59:17.911277,2.85
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,349.89,2023-09-10,Savings,6495.7,2023-02-09,38009.14,Personal,2023-04-11,2052-03-25 04:59:17.906900,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,349.89,2023-09-10,Savings,6495.7,2023-02-09,22725.99,Auto,2019-07-11,2045-04-16 04:59:17.907015,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,349.89,2023-09-10,Savings,6495.7,2023-02-09,8040.33,Mortgage,2019-03-28,2026-12-04 04:59:17.912840,6.4
Charles Wise,campossarah@example.net,532.804.9131x538,withdrawal,49.75,2020-01-13,Credit,2920.84,2019-12-03,20109.87,Auto,2021-06-30,2053-07-24 04:59:17.906568,4.66
Scott Collins,veronica19@example.org,001-449-712-6361x791,deposit,480.38,2022-09-01,Credit,4382.28,2021-05-21,47203.82,Auto,2021-06-15,2044-11-15 04:59:17.907182,5.28
Crystal Burns,jbarry@example.net,001-295-729-2302,withdrawal,319.03,2021-11-22,Savings,1377.35,2022-05-28,,,,,
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,deposit,404.93,2021-01-19,Checking,5272.84,2022-03-23,42684.76,Personal,2024-01-15,2048-02-15 04:59:17.905910,1.96
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,deposit,389.15,2019-05-05,Checking,8848.82,2019-07-15,37877.78,Auto,2019-05-29,2047-09-15 04:59:17.906790,1.93
